x,y,z,dx,dy,dz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.24243408,0.50636672,0.29779321,0.03391875,0.10352592,0.00317718,493.43819219,153.07362189,-40.34570832,153.07362189,279.47309632,152.51829953,-40.34570832,152.51829953,320.76522992,0.66067392,-1.84004386,6.33729513,-1.84004386,95.44773500,-85.18134090,6.33729513,-85.18134090,121.31373326
0.24277421,0.50739987,0.29782455,0.03416359,0.10306032,0.00308947,493.93861241,153.24137033,-40.35543920,153.24137033,278.80837403,153.30533033,-40.35543920,153.30533033,320.41780156,0.44638564,-1.50568958,5.19053840,-1.50568958,94.92112737,-85.09459246,5.19053840,-85.09459246,123.45014911
0.24311735,0.50842793,0.29785500,0.03452047,0.10250737,0.00299898,494.43804722,153.40565787,-40.36054815,153.40565787,278.13840169,154.09177382,-40.36054815,154.09177382,320.07644570,0.27838319,-1.15897184,4.00289939,-1.15897184,94.34941927,-84.93682705,4.00289939,-84.93682705,125.50993617
0.24346462,0.50945002,0.29788453,0.03498976,0.10186845,0.00290514,494.93639590,153.56648689,-40.36106639,153.56648689,277.46351273,154.87736262,-40.36106639,154.87736262,319.74171193,0.15655434,-0.80152939,2.77624986,-0.80152939,93.73166026,-84.70549811,2.77624986,-84.70549811,127.48403375
0.24381715,0.51046530,0.29791310,0.03557009,0.10114517,0.00280748,495.43356470,153.72386924,-40.35703269,153.72386924,276.78405451,155.66182673,-40.35703269,155.66182673,319.41413015,0.08071036,-0.43502363,1.51249191,-0.43502363,93.06701655,-84.39823846,1.51249191,-84.39823846,129.36389325
0.24417602,0.51147292,0.29794068,0.03625823,0.10033935,0.00270569,495.92946661,153.87782608,-40.34849291,153.87782608,276.10038749,156.44489429,-40.34849291,156.44489429,319.09420733,0.05059516,-0.06113342,0.21354893,-0.06113342,92.35477966,-84.01287416,0.21354893,-84.01287416,131.14153510
0.24454231,0.51247208,0.29796721,0.03704916,0.09945301,0.00259957,496.42402109,154.02838759,-40.33549950,154.02838759,275.41288433,157.22629241,-40.33549950,157.22629241,318.78242440,0.06589424,0.31844984,-1.11864276,0.31844984,91.59437474,-83.54743750,-1.11864276,-83.54743750,132.80960194
0.24491701,0.51346198,0.29799267,0.03793603,0.09848838,0.00248909,496.91715378,154.17559269,-40.31811104,154.17559269,274.72192890,158.00574803,-40.31811104,158.00574803,318.47923331,0.12624310,0.70202684,-2.48214149,0.70202684,90.78536850,-83.00017928,-2.48214149,-83.00017928,134.36140760
0.24530103,0.51444185,0.29801700,0.03891030,0.09744788,0.00237440,497.40879618,154.31948876,-40.29639177,154.31948876,274.02791521,158.78298877,-40.29639177,158.78298877,318.18505421,0.23123515,1.08789473,-3.87500701,1.08789473,89.92747660,-82.36958027,-3.87500701,-82.36958027,135.79098169
0.24569521,0.51541094,0.29804016,0.03996175,0.09633410,0.00225580,497.89888539,154.46013125,-40.27041114,154.46013125,273.33124632,159.55774377,-40.27041114,159.55774377,317.90027288,0.38042903,1.47435120,-5.29530645,1.47435120,89.02057062,-81.65436165,-5.29530645,-81.65436165,137.09310942
0.24610027,0.51636853,0.29806211,0.04107871,0.09514984,0.00213374,498.38736382,154.59758335,-40.24024339,154.59758335,272.63233320,160.32974458,-40.24024339,160.32974458,317.62523830,0.57335527,1.85969831,-6.74111940,1.85969831,88.06468442,-80.85349464,-6.74111940,-80.85349464,138.26336655
0.24651679,0.51731394,0.29808283,0.04224819,0.09389807,0.00200884,498.87417883,154.73191553,-40.20596712,154.73191553,271.93159353,161.09872599,-40.20596712,161.09872599,317.36026048,0.80952223,2.24224602,-8.21054215,2.24224602,87.06001986,-79.96620895,-8.21054215,-79.96620895,139.29814912
