x,y,z,qw,qx,qy,qz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.42532868,0.44059610,0.30166860,0.99997648,0.00626514,-0.00267931,0.00078251,160.66957191,-127.56838878,-11.60953365,-127.56838878,152.29861748,-68.79088232,-11.60953365,-68.79088232,120.51883247,30.37347265,-8.54998093,5.82299504,-8.54998093,10.22693915,-8.35166020,5.82299504,-8.35166020,12.25070168
0.42331507,0.44380790,0.30166037,0.99997651,0.00623993,-0.00270307,0.00086191,160.67224069,-127.71482619,-11.53966697,-127.71482619,152.43366694,-68.85403060,-11.53966697,-68.85403060,120.48207914,31.23685625,-8.32165492,5.60873168,-8.32165492,10.39377769,-8.18216346,5.60873168,-8.18216346,11.15711612
0.42124983,0.44698578,0.30165431,0.99997652,0.00621557,-0.00272582,0.00094244,160.74339040,-127.84596335,-11.45343786,-127.84596335,152.57631245,-68.91351952,-11.45343786,-68.91351952,120.45452590,31.99850923,-8.03313805,5.36749913,-8.03313805,10.50859498,-7.97132481,5.36749913,-7.97132481,10.09736701
0.41913494,0.45013046,0.30165002,0.99997653,0.00619221,-0.00274749,0.00102390,160.91695170,-127.94229615,-11.33904884,-127.94229615,152.73620375,-68.96279676,-11.33904884,-68.96279676,120.44092178,32.65281634,-7.68463525,5.10022397,-7.68463525,10.57100105,-7.72159482,5.10022397,-7.72159482,9.07527435
0.41697323,0.45324212,0.30164701,0.99997652,0.00617000,-0.00276796,0.00110608,160.95177056,-128.09854175,-11.27217297,-128.09854175,152.87646913,-69.03137730,-11.27217297,-69.03137730,120.41820064,33.19547873,-7.27709698,4.80800830,-7.27709698,10.58172758,-7.43596723,4.80800830,-7.43596723,8.09486391
0.41476832,0.45632041,0.30164468,0.99997650,0.00614904,-0.00278716,0.00118874,165.92886250,-125.59508927,-9.40316251,-125.59508927,154.45655593,-68.12770403,-9.40316251,-68.12770403,121.06078682,33.62352332,-6.81222671,4.49212601,-6.81222671,10.54261034,-7.11796356,4.49212601,-7.11796356,7.16037399
0.41252456,0.45936446,0.30164231,0.99997647,0.00612944,-0.00280498,0.00127168,165.87138443,-125.82442179,-9.38424042,-125.82442179,154.56100541,-68.22596326,-9.38424042,-68.22596326,121.03207068,33.93528875,-6.29247659,4.15401846,-6.29247659,10.45654584,-6.77160846,4.15401846,-6.77160846,6.27623699
0.41024689,0.46237293,0.30163910,0.99997643,0.00611129,-0.00282133,0.00135468,165.83380762,-126.05863572,-9.36760834,-126.05863572,154.66108438,-68.32916656,-9.36760834,-68.32916656,121.00773567,34.13039008,-5.72103072,3.79528906,-5.72103072,10.32742270,-6.40139484,3.79528906,-6.40139484,5.44703469
0.40794075,0.46534405,0.30163421,0.99997637,0.00609464,-0.00283613,0.00143753,165.81547323,-126.29733590,-9.35374715,-126.29733590,154.75608698,-68.43775690,-9.35374715,-68.43775690,120.98745235,34.20966448,-5.10177548,3.41769580,-5.10177548,10.16002863,-6.01223802,3.41769580,-6.01223802,4.67742695
0.40561188,0.46827567,0.30162679,0.99997630,0.00607954,-0.00284929,0.00152001,165.81567870,-126.54007410,-9.34306455,-126.54007410,154.84527650,-68.55220506,-9.34306455,-68.55220506,120.97073955,34.17509990,-4.43925665,3.02314154,-4.43925665,9.95993442,-5.60941851,3.02314154,-5.60941851,3.97205491
0.40326619,0.47116532,0.30161599,0.99997623,0.00606601,-0.00286074,0.00160192,165.83367951,-126.78635302,-9.33589459,-126.78635302,154.92790065,-68.67300448,-9.33589459,-68.67300448,120.95696092,34.02974901,-3.73862333,2.61366122,-3.73862333,9.73335702,-5.19851339,2.61366122,-5.19851339,3.33542120
0.40090959,0.47401026,0.30160106,0.99997614,0.00605407,-0.00287040,0.00168305,165.86869184,-127.03563130,-9.33249818,-127.03563130,155.00320918,-68.80066471,-9.33249818,-68.80066471,120.94532710,33.77763007,-3.00555904,2.19140598,-3.00555904,9.48700465,-4.78531709,2.19140598,-4.78531709,2.77175094
0.39854789,0.47680752,0.30158135,0.99997604,0.00604370,-0.00287821,0.00176321,165.91989594,-127.28732973,-9.33306440,-127.28732973,155.07047333,-68.93570297,-9.33306440,-68.93570297,120.93490370,33.42361711,-2.24620084,1.75862402,-2.24620084,9.22790742,-4.37575262,1.75862402,-4.37575262,2.28483887
