x,y,z,dx,dy,dz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.26838434,0.15457129,0.29885526,-0.10754253,0.10805620,0.00297694,314.96452125,47.85853104,15.63141309,47.85853104,231.16678270,63.95352104,15.63141309,63.95352104,284.00684069,9.31505781,14.04366064,12.40758791,14.04366064,22.80766638,23.00640025,12.40758791,23.00640025,97.97366449
0.26731592,0.15565986,0.29888384,-0.10616571,0.10962745,0.00274219,314.78275870,48.00862418,15.91062332,48.00862418,230.93909932,64.37922765,15.91062332,64.37922765,283.57383307,9.24902582,13.77668238,12.20543804,13.77668238,22.11203924,22.51447511,12.20543804,22.51447511,97.96736918
0.26626102,0.15676384,0.29891010,-0.10484173,0.11113606,0.00251370,314.61803526,48.15859859,16.18335888,48.15859859,230.70852605,64.80332157,16.18335888,64.80332157,283.15487489,9.16101903,13.49755751,11.98266196,13.49755751,21.43561225,22.02115397,11.98266196,22.02115397,97.89649573
0.26521909,0.15788258,0.29893411,-0.10357330,0.11257976,0.00229247,314.47084055,48.30825838,16.44934691,48.30825838,230.47517692,65.22579905,16.44934691,65.22579905,282.75010293,9.05143700,13.20704899,11.74005008,13.20704899,20.77786461,21.52675664,11.74005008,21.52675664,97.76281485
0.26418956,0.15901543,0.29895595,-0.10236271,0.11395631,0.00207939,314.34161374,48.45741088,16.70833120,48.45741088,230.23916601,65.64665677,16.70833120,65.64665677,282.35963128,8.92078072,12.90591081,11.47846273,12.90591081,20.13827839,21.03158953,11.47846273,21.03158953,97.56828329
0.26317183,0.16016171,0.29897570,-0.10121182,0.11526346,0.00187524,314.23074138,48.60586715,16.96007319,48.60586715,230.00060726,66.06589174,16.96007319,66.06589174,281.98355113,8.76965038,12.59488733,11.19882776,12.59488733,19.51633976,20.53594559,11.19882776,20.53594559,97.31503636
0.26216532,0.16132070,0.29899346,-0.10012198,0.11649907,0.00168073,314.13855530,48.75344253,17.20435306,48.75344253,229.75961430,66.48350100,17.20435306,66.48350100,281.62193050,8.59874275,12.27471281,10.90213799,12.27471281,18.91154014,20.04010425,10.90213799,20.04010425,97.00537989
0.26116939,0.16249169,0.29900932,-0.09909404,0.11766109,0.00149643,314.06533076,48.89995714,17.44097070,48.89995714,229.51630029,66.89948156,17.44097070,66.89948156,281.27481423,8.40884818,11.94611091,10.58944832,11.94611091,18.32337722,19.54433143,10.58944832,19.54433143,96.64178130
0.26018344,0.16367393,0.29902338,-0.09812832,0.11874765,0.00132282,314.01128474,49.04523635,17.66974663,49.04523635,229.27077778,67.31383016,17.66974663,67.31383016,280.94222381,8.20084716,11.60979432,10.26187266,11.60979432,17.75135590,19.04887948,10.26187266,19.04887948,96.22686003
0.25920683,0.16486664,0.29903577,-0.09722452,0.11975702,0.00116028,313.97657442,49.18911127,17.89052290,49.18911127,229.02315851,67.72654314,17.89052290,67.72654314,280.62415747,7.97570659,11.26646441,9.92058054,11.26646441,17.19498913,18.55398715,9.92058054,18.55398715,95.76337733
0.25823895,0.16606907,0.29904659,-0.09638181,0.12068775,0.00100909,313.96129582,49.33141918,18.10316385,49.33141918,228.77355332,68.13761633,18.10316385,68.13761633,280.32059023,7.73447565,10.91681099,9.56679357,10.91681099,16.65379868,18.05987959,9.56679357,18.05987959,95.25422531
0.25727919,0.16728040,0.29905595,-0.09559872,0.12153860,0.00086941,313.96548274,49.47200397,18.30755689,49.47200397,228.52207200,68.54704487,18.30755689,68.54704487,280.03147409,7.47828141,10.56151204,9.20178158,10.56151204,16.12731583,17.56676833,9.20178158,17.56676833,94.70241549
0.25632697,0.16849984,0.29906398,-0.09487317,0.12230866,0.00074131,313.98910581,49.61071654,18.50361309,49.61071654,228.26882313,68.95482311,18.50361309,68.95482311,279.75673825,7.20832401,10.20123354,8.82685860,10.20123354,15.61508195,17.07485120,8.82685860,17.07485120,94.11106669
0.25538173,0.16972657,0.29907078,-0.09420250,0.12299735,0.00062479,314.03207186,49.74741516,18.69126782,49.74741516,228.01391400,69.36094451,18.69126782,69.36094451,279.49628943,6.92587172,9.83662926,8.44337864,9.83662926,15.11664906,16.58431236,8.44337864,16.58431236,93.48339245
0.25444292,0.17095979,0.29907647,-0.09358343,0.12360442,0.00051974,314.09422341,49.88196586,18.87048115,49.88196586,227.75745049,69.76540152,18.87048115,69.76540152,279.25001226,6.63225558,9.46834067,8.05273127,9.46834067,14.63158028,16.09532219,8.05273127,16.09532219,92.82268794
0.25351006,0.17219866,0.29908117,-0.09301214,0.12413002,0.00042596,314.17533855,50.01424271,19.04123833,50.01424271,227.49953694,70.16818552,19.04123833,70.16818552,279.01776976,6.32886389,9.09699675,7.65633705,9.09699675,14.15945030,15.60803732,7.65633705,15.60803732,92.13231647
0.25258268,0.17344239,0.29908499,-0.09248424,0.12457466,0.00034319,314.27513094,50.14412816,19.20355000,50.14412816,227.24027608,70.56928675,19.20355000,70.56928675,278.79940388,6.01713648,8.72321393,7.25564273,8.72321393,13.69984565,15.12260052,7.25564273,15.12260052,91.41569562
0.25166037,0.17469015,0.29908804,-0.09199486,0.12493927,0.00027110,314.39325008,50.27151329,19.35745245,50.27151329,226.97976893,70.96869423,19.35745245,70.96869423,278.59473611,5.69855878,8.34759594,6.85211647,8.34759594,13.25236508,14.63914066,6.85211647,14.63914066,90.67628306
0.25074278,0.17594117,0.29909042,-0.09153868,0.12522518,0.00020929,314.52928193,50.39629808,19.50300766,50.39629808,226.71811470,71.36639573,19.50300766,71.36639573,278.40356823,5.37465571,7.97073372,6.44724278,7.97073372,12.81661980,14.15777266,6.44724278,14.15777266,89.91756214
0.24982960,0.17719466,0.29909222,-0.09110999,0.12543409,0.00015730,314.68274965,50.51839157,19.64030334,50.51839157,226.45541076,71.76237772,19.64030334,71.76237772,278.22568300,5.04698549,7.59320532,6.04251751,7.59320532,12.39223373,13.67859746,6.04251751,13.67859746,89.14302729
0.24892058,0.17844985,0.29909356,-0.09070276,0.12556812,0.00011462,314.85311472,50.63771211,19.76945276,50.63771211,226.19175251,72.15662537,19.76945276,72.15662537,278.06084506,4.71713333,7.21557578,5.63944268,7.21557578,11.97884366,13.20170192,5.63944268,13.20170192,88.35616933
0.24801555,0.17970602,0.29909452,-0.09031070,0.12562972,0.00008071,315.03977822,50.75418748,19.89059455,50.75418748,225.92723335,72.54912254,19.89059455,72.54912254,277.90880183,4.38670503,6.83839707,5.23952135,6.83839707,11.57609942,12.72715879,5.23952135,12.72715879,87.56046078
0.24711437,0.18096245,0.29909518,-0.08992736,0.12562170,0.00005498,315.24208243,50.86775502,20.00389238,50.86775502,225.66194463,72.93985176,20.00389238,72.93985176,277.76928447,4.05732062,6.46220791,4.84425242,6.46220791,11.18366406,12.25502670,4.84425242,12.25502670,86.75934119
0.24621700,0.18221845,0.29909562,-0.08954621,0.12554716,0.00003681,315.45931262,50.97836172,20.10953445,50.97836172,225.39597557,73.32879426,20.10953445,73.32879426,277.64200892,3.73060797,6.08753375,4.45512548,6.08753375,10.80121393,11.78535012,4.45512548,11.78535012,85.95620260
