x,y,z,dx,dy,dz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.55133074,0.00905598,0.30208056,-0.11330024,0.15500025,0.02212362,299.10390209,-14.69336226,1.77796900,-14.69336226,272.54233456,-0.25223388,1.77796900,-0.25223388,241.73507729,0.18801409,-0.94928501,1.49367381,-0.94928501,9.26399286,-9.40233002,1.49367381,-9.40233002,17.09797003
0.55011344,0.01067150,0.30230439,-0.12981516,0.16799787,0.02255203,298.55755153,-15.94147957,2.03598211,-15.94147957,270.77530286,-0.30573381,2.03598211,-0.30573381,238.78923604,0.15016850,-0.87179793,1.30832195,-0.87179793,10.52971486,-10.31455515,1.30832195,-10.31455515,18.10931056
0.54873444,0.01241594,0.30253160,-0.14548977,0.18073489,0.02280563,297.94830253,-17.24449624,2.31358525,-17.24449624,268.95909245,-0.36866422,2.31358525,-0.36866422,235.83793561,0.12024175,-0.78139929,1.12378603,-0.78139929,11.82666869,-11.22011209,1.12378603,-11.22011209,19.10586901
0.54720365,0.01428620,0.30276050,-0.16004428,0.19312360,0.02289769,297.27526841,-18.60177785,2.61028874,-18.60177785,267.09408218,-0.44199544,2.61028874,-0.44199544,232.88427479,0.09730231,-0.68200586,0.94371086,-0.68200586,13.13887425,-12.11015121,0.94371086,-12.11015121,20.07699024
0.54553356,0.01627841,0.30298955,-0.17324833,0.20509673,0.02284374,296.53790629,-20.01246428,2.92537789,-20.01246428,265.18088395,-0.52669542,2.92537789,-0.52669542,229.93164833,0.08035416,-0.57776266,0.77176976,-0.57776266,14.44991480,-12.97584362,0.77176976,-12.97584362,21.01211785
0.54373868,0.01838814,0.30321738,-0.18493448,0.21661231,0.02265952,295.73601890,-21.47548291,3.25791517,-21.47548291,263.22032372,-0.62371880,3.25791517,-0.62371880,226.98372410,0.06837575,-0.47294106,0.61156993,-0.47294106,15.74332301,-13.80857546,0.61156993,-13.80857546,21.90103624
0.54183487,0.02061066,0.30344274,-0.19500655,0.22765677,0.02235915,294.86974992,-22.98956445,3.60674613,-22.98956445,261.21341931,-0.73399619,3.60674613,-0.73399619,224.04441505,0.06035988,-0.37183429,0.46655776,-0.37183429,17.00296717,-14.60013872,0.46655776,-14.60013872,22.73410827
0.53983855,0.02294127,0.30366456,-0.20344196,0.23824637,0.02195365,293.93957341,-24.55326108,3.97050915,-24.55326108,259.16135580,-0.85842412,3.97050915,-0.85842412,221.11784643,0.05535296,-0.27865390,0.33992657,-0.27865390,18.21342501,-15.34291255,0.33992657,-15.34291255,23.50250126
0.53776603,0.02537559,0.30388182,-0.21028786,0.24842696,0.02145000,292.94627781,-26.16496609,4.34764834,-26.16496609,257.06545966,-0.99785567,4.34764834,-0.99785567,218.20831876,0.05249228,-0.19743017,0.23452987,-0.19743017,19.36033345,-16.03003020,0.23452987,-16.03003020,24.19839502
0.53563279,0.02790981,0.30409356,-0.21565198,0.25827222,0.02085083,291.89094541,-27.82293456,4.73642941,-27.82293456,254.92717240,-1.15309214,4.73642941,-1.15309214,215.32026717,0.05103979,-0.13191945,0.15280238,-0.13191945,20.43070501,-16.65552690,0.15280238,-16.65552690,24.81516615
0.53345299,0.03054103,0.30429883,-0.21968951,0.26788054,0.02015472,290.77492797,-29.52530438,5.13495800,-29.52530438,252.74802483,-1.32487557,5.13495800,-1.32487557,212.45821771,0.05041120,-0.08552048,0.09669089,-0.08552048,21.41320265,-17.21446534,0.09669089,-17.21446534,25.34754384
